principal_name_En,nationality,city,agency_type,status,activity,date
Pandora a / s,دنمركيه,الرياض,وكالة امتياز,قائمة,فتح وتشغيل محلات لبيع الاكسسوارات ( السوار - القرط - القلادات - الخواتم - الحلي - الخلخال - الساعات اليدويه ) تحت العلامة التجارية باندورا (PANDORA),2020
Beejapa limited liabited,البوسنه والهرسك,الرياض,وكالة امتياز,قائمة,فتح وتشغيل محلات لبيع العسل والمواد الغذائية,2020
Helsinki international school group oy,فنلنديه,الرياض,وكالة امتياز,قائمة,"فتح وتشغيل مدارس للتعليم والتدريب الخاص للأطفال
",2020
Magenta black trading limited,قبرصيه,الرياض,وكالة امتياز,قائمة,فتح وتشغيل مطاعم تحت العلامة التجارية بلقرافيان (BELGRAVIAN).,2020
Magenta black trading limited,قبرصيه,الرياض,وكالة امتياز,قائمة,فتح وتشغيل مطاعم تحت العلامة التجارية هيلينيكا (HELLENIKA),2020
Elaf food company,كويتي,الرياض,وكالة امتياز,قائمة,فتح وتشغيل مطاعم تحت العلامة التجارية فروج ريبابلك في المنطقة الشرقية فقط وفق العقد,2020
Cavadore limited,قبرصيه,الرياض,وكالة امتياز,قائمة,فتح وتشغيل مطاعم وفق العقد.,2020
Evagarden s.r..l,ايطالي,الرياض,وكالة توزيع,قائمة,مستحضرات تجميل,2020
Infinitum grupp,اجنبيه,الرياض,وكالة توزيع,قائمة,مستشفى ميداني / كاميرا حرارية _ جهاز فحص حراري,2020
"Global lift equipment,s.l",اسباني,الرياض,وكالة توزيع,قائمة,من منتجات الموكل من المصاعد,2020
Saol therapeutics research limited,ايرلندي,الرياض,وكالة توزيع,قائمة,منتجات اشركة من الأدوية حسب القائمة المرفقة مع العقد،,2020
Pharmavet,تركي,الرياض,وكالة توزيع,قائمة,منتجات الشركة من البيطرة حسب القائمة المرفقة مع العقد -,2020
Poladex group oy ( poladex),فنلنديه,الرياض,وكالة توزيع,قائمة,"منتجات العقد من أجهزة أشعة بانوراما سينية بموديلات مختلفة ومستلزماتها حسب الملحق هـ 
",2020
Polaris sales europe sarl,سويسري,الرياض,وكالة توزيع,قائمة,منتجات الموكل  من (المركبات الصالحة لجميع التضاريس و مركبات SIDE - BY - SIDE للطرق الوعرة والدراجات النارية الهندية ومركبات السلينغشوت جنباً إلى جنب مع الأجزاء و الملحقات و الزيوت والملابس المرتبطة على وجه التحديد بتصاميم الخط المحدد).,2020
Martinez nieto s.a,اسباني,الرياض,وكالة توزيع,قائمة,منتجات الموكل  من الادوية البشرية  ( سالوبيل  ),2020
Avizor sa,اسباني,الرياض,وكالة تجارية,قائمة,منتجات الموكل ( افيزور اس ايه ) من منتجات طب العيون,2020
Xlear inc,امريكي,الرياض,وكالة توزيع,قائمة,"منتجات الموكل ( اكسلير انك ) من :
مستحضرات العناية للانف والجيوب الانفي
للعناية بالاسنان
محليات طبيعية",2020
Flash forge private limited,هندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل أنابيب تركيبات صمامات دافعات الميكانيكية مختلفة الأحجام والمقاسات وأجهزة قياس تستخدم في ابار النفط والغاز,2020
Terragene s.a.,ارجنتيني,الرياض,وكالة توزيع,قائمة,"منتجات الموكل الأجهزة الطبية والسمعية
",2020
Lipo capital france,فرنسي,الرياض,وكالة توزيع,قائمة,منتجات الموكل حقائب سفر ومستلزماتها,2020
Promoitalia group s.p.a,ايطالي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من  الأجهزة الطبية,2020
I p m  ilac ticaet sanayi a. s,تركي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من  الادويه البيطريه,2020
Amouage s.a.o.c,عماني,الرياض,وكالة تجارية,قائمة,منتجات الموكل من  العطور والصابون والكريمات  (عطور للسيدات ورجالي -أطقم حمام -  صابون رجالي ونسائي - كريم للجسم رجالي ونسائي - شاور جل رجالي ونسائي - سنجل كاندل -  بودي لوشن رجالي نسائي  ) ... لاغيرها,2020
Liaoning ever metal forming tech co ltd,الصين الشعبيه,الرياض,وكالة تجارية,قائمة,منتجات الموكل من  القطع الخاصة لتركيبات الأنابيب وملحقاتها بكافة أقطارها,2020
Medical modular system s.a,اسباني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من  حلول وأنظمة آلية المستودعات و حلول وانظمة آلية التخزين و عربات يدوية للنقل والتوزيع وأنظمة ذكية لإدارة أرفف الصيدليات  وأنظمة ذكية لإدارة أرفف الملابس الطبية .,2020
Procter & gamble international operations s.a,سويسري,الرياض,وكالة توزيع,قائمة,منتجات الموكل من  فيكس ( تبخير ،  مستنشق ،  ستحلاب ، نقاط للحلق ) لاغيرها,2020
Kiran medical systems,هندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من  ملابس للوقاية من الإشعاع - قفازات واقية ونظارات - أنظمة تخزين - درع الأشعة المقطعية - دروع الحماية من الإشعاع - شبكات مكافحة الإنتثار - كاسيت وشاشات - جل الموجات فوق الصوتية ... لاغيرها,2020
Swisslog healthcare ag,سويسري,الرياض,وكالة توزيع,قائمة,"منتجات الموكل من -جهاز تحضير وتوزيع الأدوية ذاتيا للصيدلية الداخلية - جهاز التقاط علب الأدوية ذاتيا للصيدلية الداخلية -رجل آلي ( روبوت لصرف الأدوية للصيدلية الخارجية -خط أجهزة الأنابيب التي تعمل بضغط الهواء  .
 
",2020
Gardner denver fze,اماراتي,الرياض,وكالة تجارية,قائمة,منتجات الموكل من (كومب أير ، هايروفين، برومويد لجهاز الضغط المميز بالعلامة التجارية كومب أير هايروفين ، برومويد,2020
"Man&tel co., ltd",كوريه الجنوبيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من أجهزة التدريب والتأهيل والإختبار,2020
"Grg banking wquipment (hk) co., limited",الصين الشعبيه,الرياض,وكالة تجارية,قائمة,منتجات الموكل من أجهزة الصراف الآلي ، عد النقد ، المنتجات الرقمية ، الذكاء الإصطناعي وفقا للعقد,2020
"Vivachek laboratories, inc",امريكي,الرياض,وكالة توزيع,قائمة,"منتجات الموكل من أجهزة تحليل فيفادياج و فيفادياج كوفيد - 19-1 جرام وفق العقد .
",2020
Shinva medical instrument co ltd,الصين الشعبيه,الرياض,وكالة تجارية,قائمة,منتجات الموكل من أجهزة تعقيم و تنقية الهواء وفق العقد,2020
Pioneros fzc,اماراتي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من أجهزة دوائر تنفسية للتنفس الصناعي-أجهزة جلايدسكوب للتنبيب الحنجري - أجهزة برو نيبولايزر - وأجهزة فحص السمع لحديثي الولادة .,2020
Shanghai fourier intelligence co. ltd,الصين الشعبيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من أجهزة روبوتات إعادة التأهيل,2020
Mir-medical international research s.r.l,ايطالي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من أجهزة قياس التنفس والتأكسج وفق الملحق (2),2020
Weinmann emergency medical technology gmbh + co. kg,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من أجهزت النتفس الصانعي وفق العقد,2020
Laboratoires fill-med,فرنسي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من أدوات ومستحضرات جلدية تجميلية,2020
Fit for me trading b.v,هولندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من أدوية الصيدلانيه فيت فور مي ( دبليو إل إس فورتي كبسول وتشيوابل -فيرو فورتي - دبليو إل إس أوبتيموم كبسول وتشيوايل - فيرو أوبتيموم ) وأية منتجات آخرى يتم تصنيعها من قبل فيت فور مي,2020
Solarfree window film,امريكي,الرياض,وكالة توزيع,قائمة,"منتجات الموكل من أفلام العزل الحراري للسيارات والمباني وأفلام حماية الدهان للسيارات وأفلام الأمان للزجاج والعدد الخاصة بتركيبها 

",2020
Frieslandcampina nutrifeed b . v,هولندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من إضافات علفية بديل حليب,2020
"Xian miteras tyre co,. limted",الصين الشعبيه,الرياض,وكالة تجارية,قائمة,منتجات الموكل من إطارات سيارات العسكرية,2020
Shenzhen meiya electronic commerce co. ltd,الصين الشعبيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من اجهزة ازالة الشعر,2020
Hangzhou bioer technology co. ltd,الصين الشعبيه,الرياض,وكالة تجارية,قائمة,منتجات الموكل من اجهزة التشخيص في المختبر والاجهزة ذات الاستخدام الواحد,2020
Ampo s. coop. katea auzoa k/g,اسباني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من اجهزة صمامات المياه وفق للعقد,2020
Nikkiso europe gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من اجهزة غسيل الكلى,2020
Joycare espana sl,اسباني,الرياض,وكالة توزيع,قائمة,"منتجات الموكل من اجهزة قياس طبية والعناية الشخصية والعناية بالشعر والعناية بالطفل.
",2020
Flavour trove,هندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من اعشاب الحيوانات الصحية الخاصه بالادوية والمكملات البيطرية وغذاء الحيوانات .,2020
Alfasigma s.p.a.,ايطالي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الآدوية حسب القائمة المرفقة مع العقد .,2020
Suru international pvt ltd,هندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية,2020
Centogene gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية,2020
Unfors raysafe ab,سويديه,الرياض,وكالة توزيع,قائمة,"منتجات الموكل من الأجهزة الطبية ( الفحص والمعايرة - الاشعة السينية وفق الخطاب المرفق ).


",2020
Instrumentation difra sa,بلجيكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية الخاصة بالأنف والأذن والحنجرة,2020
Nouvag ag,سويسري,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية الخاصة بالأنف والأذن والحنجرة,2020
Inter medical service ltd,بريطاني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية المدرجة في الملحق (أ),2020
Strub gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية المدرجة في الملحق (أ),2020
"Aygun surgical instruments co., inc",تركي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية المدرجة في الملحق (أ),2020
Istem medikal tibbi,تركي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية المدرجة في الملحق (أ),2020
Cardiamed b.v.,هولندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية المدرجة في الملحق (أ),2020
Med europe srl,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية المدرجة في الملحق (أ),2020
Welfare medical ltd,بريطاني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية المدرجة في الملحق (أ),2020
Lakeside manufacturing,امريكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية المدرجة في الملحق (أ),2020
"Syncardia systems, llc",امريكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية المدرجة في الملحق أ,2020
Arc laser gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية وفق العقد,2020
"Origen biomedical, inc",امريكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية وفق العقد,2020
"Smart group""smart group aleksandda gladysz""",بولندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية وفق العقد,2020
Miltenyi biotec gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية وفق العقد,2020
Selsius medical s.l,اسباني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية وفق الملحق,2020
Bgi europe a/s,دنمركيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية وفق الملحق ( أ ),2020
Ondal medical systems gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة الطبية وفق ملحق أ,2020
Teleflex medical europe ltd,ايرلندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة و المستلزمات الطبية وفق الجدول 1,2020
Riwospine gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة والأدوات الطبية الخاصة بالعظام,2020
Akrus gmbh & co kg,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة والأدوات الطبية الخاصة بطب العيون,2020
"Chongqing chuanyi automation co.,ltd",الصين الشعبيه,الرياض,وكالة تجارية,قائمة,منتجات الموكل من الأجهزة والأدوات الميدانية ( ادوات درجة الحرارة - ادوات التحليل - عدادات التدفق - المستوى - المشغلات - الصمامات - أجهزة الإرسال ),2020
R-vent medikal uretim a.s,تركي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة والمستلزمات الطبية,2020
Schmitz und sohne gmbh & co kg,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة والمعدات الطبية,2020
Infinium medical inc.,امريكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة والمنتجات الطبية المدرجة في الملحق (أ),2020
Berlin heart gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة والمنتجات الطبية المدرجة في الملحق (أ),2020
Blue ribe srl.,ايطالي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأجهزة والمنتجات الطبية المدرجة في الملحق (أ),2020
Samyang biopharmaceutical corporation,كوريه الجنوبيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوات الطبية الخاصة بالجلدية,2020
"Feel tech co.,ltd",كوريه الجنوبيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوات الطبية الخاصة بالجلدية,2020
Endoservice gmbh,الماني,الرياض,وكالة تجارية,قائمة,منتجات الموكل من الأدوات الطبية وفق العقد,2020
Hangzhou kangji medical instruments ltd,الصين الشعبيه,الرياض,وكالة تجارية,قائمة,"منتجات الموكل من الأدوات الطبية وفق العقد
تم تعديل المطلوب فيما يخص بالبند رقم ١٥ حيث أنه كان خطأ من الترجمة وتم عمل التصحيح اللازم
تم إرفاق خطاب الشركة الموكلة حسب طلب سعادتكم",2020
Abbott rapid diagnostics international limited,ايرلندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوات والتجهيزات الطبية الموضحة حسب الجدول رقم (1) المرفق في العقد,2020
Abbott rapid dx international limited,ايرلندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوات والتجهيزات الطبية الموضحة حسب الجدول رقم (1) المرفق في العقد.,2020
St. jude medical coordination center bvba,بلجيكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوات والتجهيزات الطبية حسب المرفق في العقد,2020
Aesculap ag,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوات والمستلزمات الطبية وفق الملحق أ,2020
Valida srls company,ايطالي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية,2020
Nguyen hieu jsc,فيتناميه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية البيطرية,2020
Medochemie ltd,قبرصيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية الصيدلانية  موكسيكلاف ، بلوتيس ، باميسيل ، سومليد ، مابرون ، باناجيسيك ، اولفيون ، ميدوغريل ، اميسول ، فيرتيميد ، ديكساميد ، سيفيميد ، توبريزان ، بايسيمين ، ازالونوم ، سوفيمتيل ، سيليميسين ، داليميفين ، داليكس ، جينتاميد ، لينكوميد ،ابيل نيم آي إس يو دي ، لورانز ، تيميلور ، ميلوكس ، روبالين ،اكتبرول ، روكسون ، اونلير ، زيكالور ...  وغيرها حسب المرفق بالعقد,2020
Ferrng pharmaceuticals b.v..,هولندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية حسب القائمة المرفقة مع العقد.,2020
Ferrer internacional s.a,اسباني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية و المستحضرات الطبية,2020
"Sb shinil co., ltd.",كوريه الجنوبيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية والاضافات العلفية البيطرية المدرجة في الملحق رقم (1) المرفق بالعقد.,2020
Boston biopharma limited,مالطيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية والحقن للأمراض السرطانية,2020
Emcure pharmaceuticals limited,هندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية والحقن والأجهزة الطبية,2020
Sumitomo corporation middle east,اماراتي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية واللقاحات البيطرية والإضافات العلفية,2020
Fiterman pharma srl,رومانيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية والمستحضرات الطبية,2020
Korea unitedpharm inc,كوريه الجنوبيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية والمستحضرات الطبية,2020
Neovital health s.l,اسباني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية والمستحضرات الطبية,2020
Abies labs gmbh,نمساوي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية والمستحضرات الطبية والعشبية,2020
Nueva dietetica s.l,اسباني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأدوية والمستحضرات الطبية والعشبية,2020
Tecnozoo,ايطالي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الأعلاف و الإضافات العلفية الغير دوائية,2020
United pharmaceuticals sas,فرنسي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الألبان (نوفالاك) المرفقة بالعقد,2020
Manghebati sas,فرنسي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الإضافات العلفية,2020
Al shafaq industrial company,اردني,الرياض,وكالة تجارية,قائمة,منتجات الموكل من الإضافات العلفية الغير دوائية وفق العقد .,2020
Arab company for medical products ( arabcomed,مصري,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الإضافات العلفية والأدوية البيطرية,2020
Lacto production,فرنسي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الإضافات العلفية وفق العقد,2020
Becton dickinson rowa germany gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الاوتوماتيكية لصرف الادوية للصيدليات الداخلية والخارجية والبرامج الخاصة بها وقطع غيارها,2020
Orimtech ltd,امريكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبية,2020
Hc biologics llc,امريكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبية الطبية (اتش سي بيولوجيكس ألوجرافتس) حسب المرفق بالعقد,2020
Bsn medical (pty) ltd,جنوب افريقيا,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبية المرفقة بالعقد.,2020
Cryofos medical gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبية طبقا لملحق العقد,2020
Compumedics ltd,استرالي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبية طبقا لملحق العقد,2020
Masimo international sarl,سويسري,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبية طبقا لملحق العقد,2020
Biodermis,امريكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبية والتجميل وفق العقد,2020
Zhejiang kindly medical devices coltd,الصين الشعبيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبية وفق العقد,2020
Beckman coulter international s.a,سويسري,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبية وفق الملحق ( أ ),2020
A. algeo limited,بريطاني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبية ومعدات غير طبية المرفقة بالعقد,2020
Allwin medical divice,امريكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبيه ( جهاز التنظير وجهاز المسالك البولية ),2020
Clerad,فرنسي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة الطبيه الخاصه بالاشعه,2020
Ewac medical,هولندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة و المستلزمات الطبية الخاصة بالمسابح,2020
Uromedex export gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة والادوات الطبية للمسالك البولية,2020
Foshan united medical technologies ltd,صينيه وطنيه - تايوان,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة واللوازم الطبية طبقا لملحق العقد,2020
Saeum meditec co. ltd,كوريه الجنوبيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاجهزة والمنتجات الطبية,2020
Medi sarang company,كوريه الجنوبيه,الرياض,وكالة تجارية,قائمة,منتجات الموكل من الاجهزة والمنتجات الطبية,2020
ايجيريون فارماسوتيكل ليمتد,بريطاني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية,2020
Zambon s. p . a,ايطالي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية ، طبقا لملحق العقد .,2020
Avva pharmaceuticals  ltd,قبرصيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية .,2020
Stavropol biofactory,روسيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية البيطرية,2020
Medical union pharmaceuticals co sae,مصري,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية الصيدلانية حسب نص العقد,2020
Kyowa kirin services ltd,بريطاني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية الصيدلانية لعلالج بعض الامراض السرطانية طبقا للعقد,2020
Provepharm sas.,فرنسي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية الصيدلانية وفق العقد,2020
Upjohn export b.v,هولندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية الصيدلانية وفق الملحق أ,2020
Sandoz pharmaceuticals d.d,سلوفنيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية الصيدلانيه ( كورام  ، ايزوميب ، ديكلاك ، راميبريل ، املوهوب ، ليفو فلوكساسين ، بيبر/تازو، ميجون ) وأدوية ايبيوي - Ebwe  وغيرها حسب العقد,2020
Santen sa,سويسري,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية الطبية وفق العقد,2020
Fresenius kabi deutschland gmbh,الماني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية المنصوص عليها في الملحق رقم 1,2020
Veriton pharma ltd,بريطاني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية حسب القائمة المرفقة بالعقد،,2020
Bavarian nordic a/s,دنمركيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية طبقا لملحق العقد,2020
Gene pharm s.a,يونانيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية طبقا لملحق العقد,2020
Kitozyme sa,بلجيكي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية طبقا لملحق العقد,2020
Ptc therapeutics international limited,ايرلندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادوية لعلاج طفرات الجينات ، طبقا للعقد,2020
Biogensis bagos.a,ارجنتيني,الرياض,وكالة تجارية,قائمة,"منتجات الموكل من الادوية والمستحضرات البيطرية 
",2020
Zoetis belgium sa,امريكي,الرياض,وكالة توزيع,قائمة,"منتجات الموكل من الادويه البيطريه

",2020
Laboratorios ovejero s.a,اسباني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادويه البيطريه والاضافات العلفيه,2020
Atco pharma for pharmaceutical industries,مصري,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الادويه البيطريه والاضافات العلفيه غير الدوائيه,2020
Cadila healthcare limited,هندي,الرياض,وكالة توزيع,قائمة,"منتجات الموكل من الادويه والمستحضرات البيطريه 

",2020
Tierr aproducts aps,دنمركيه,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاضافات العلفية,2020
Celticsea minerals,ايرلندي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاضافات العلفية,2020
Vital concept s a s,فرنسي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاضافات العلفية غير الدوائية,2020
Ropapharm international b.v,هولندي,الرياض,وكالة توزيع,قائمة,"منتجات الموكل من الاضافات العلفية غير الدوائية
",2020
Alba-farma,ايطالي,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاضافات العلفيه غير الدوائيه,2020
Creaciones arrpe s.l,اسباني,الرياض,وكالة توزيع,قائمة,منتجات الموكل من الاطعمة والاضافات العلفية والمنتجات الطبية والاكسسوارات  الخاصة بالحيوانات الاليفة,2020
